id	name	mime	desc	url	viewers	editors	created	updated	isExist	fill	type	label	date	price	payby	note
19jlv3d8sbcE7EDJnasyM5HQIgZjg1mu0	20250109_SMBCローン返済明細書.pdf	application/pdf	Uploaded from App	https://drive.google.com/file/d/19jlv3d8sbcE7EDJnasyM5HQIgZjg1mu0/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-01-09T15:52:41.127+09:00	2025-01-09T15:55:06.246+09:00	o	x	返済明細	SMBCローン返済明細(2024/12/30)				
18exrmCa45gXffolZO9vdU5GD0B2EAK1N	20241211_司法書士請求書.pdf	application/pdf	Uploaded from App	https://drive.google.com/file/d/18exrmCa45gXffolZO9vdU5GD0B2EAK1N/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2024-12-25T15:45:50.393+09:00	2024-12-25T15:45:50.393+09:00	o	x	電子証憑	司法書士(登記変更、他)	2024/12/11	93500	役員借入金	p.2のみ
1ZSCRhUWPCdeZJldHgbFQgZTQKVAP2Bsc	CK202412.pdf	application/pdf		https://drive.google.com/file/d/1ZSCRhUWPCdeZJldHgbFQgZTQKVAP2Bsc/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2024-12-16T09:19:31.776+09:00	2024-12-09T15:59:06.000+09:00	o	x	上池袋	<a>2024/12</a>				
1VnSjX38DoLGxfCzIg-tl8tDRRT3IVh4g	EF202412.pdf	application/pdf		https://drive.google.com/file/d/1VnSjX38DoLGxfCzIg-tl8tDRRT3IVh4g/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2024-12-16T09:19:33.924+09:00	2024-12-09T15:51:30.000+09:00	o	x	恵比寿	<a>2024/12</a>				
1aJlK0Gk2IFQ1B_-Uph6ahGpU9RXDaG4L	CK202411.pdf	application/pdf		https://drive.google.com/file/d/1aJlK0Gk2IFQ1B_-Uph6ahGpU9RXDaG4L/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2024-11-10T09:06:11.478+09:00	2024-11-09T14:52:00.000+09:00	o	x	上池袋	<a>2024/11</a>				
1gHimOtXHVvzUCJwv4YA4R8DTKwPQTTH-	EF202411.pdf	application/pdf		https://drive.google.com/file/d/1gHimOtXHVvzUCJwv4YA4R8DTKwPQTTH-/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2024-11-10T09:06:13.915+09:00	2024-11-09T14:35:28.000+09:00	o	x	恵比寿	<a>2024/11</a>				
1u5n77hzw84eTeMAkqTsr5v-ccarY62cK	CK202410.pdf	application/pdf		https://drive.google.com/file/d/1u5n77hzw84eTeMAkqTsr5v-ccarY62cK/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2024-10-10T11:44:34.400+09:00	2024-10-09T16:31:40.000+09:00	o	x	上池袋	<a>2024/10</a>				
1_01-0Z7dfKT18_gPzxUlPnfTqTTbnQwY	EF202410.pdf	application/pdf		https://drive.google.com/file/d/1_01-0Z7dfKT18_gPzxUlPnfTqTTbnQwY/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2024-10-10T11:44:36.466+09:00	2024-10-09T15:58:24.000+09:00	o	x	恵比寿	<a>2024/10</a>				
1DgiN-KZkGljLdogLRstsUokQ-l_tObbj	SMBC06.pdf	application/pdf		https://drive.google.com/file/d/1DgiN-KZkGljLdogLRstsUokQ-l_tObbj/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-06-07T11:17:06.390+09:00	2025-06-07T11:20:12.335+09:00	o	x	通帳	SMBC vol.<a>06</a>				
1Rl56ZxfylcbvqHbSQNiGX2xxNQGKE0hX	SMBC07.pdf	application/pdf		https://drive.google.com/file/d/1Rl56ZxfylcbvqHbSQNiGX2xxNQGKE0hX/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-06-07T11:12:36.582+09:00	2025-08-11T11:41:24.739+09:00	o	x	通帳	SMBC vol.<a>07</a>				
1wTr5Xz7_UaNS2dv4SJviR72x_JXXSlF7	MUFG09.pdf	application/pdf		https://drive.google.com/file/d/1wTr5Xz7_UaNS2dv4SJviR72x_JXXSlF7/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-06-07T11:11:26.949+09:00	2025-06-07T11:19:33.798+09:00	o	x	通帳	MUFG vol.<a>09</a>				
									x							
1-jIEuChTyB7W3TX8jqUShy9jzH9E0_Qq	202506.pdf	application/pdf		https://drive.google.com/file/d/1-jIEuChTyB7W3TX8jqUShy9jzH9E0_Qq/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-06-10T11:10:35.319+09:00	2025-06-10T11:09:55.000+09:00	o	x	AMEX	<a>2025/06</a>				
19MTD3X6tmQFwh3Wp2h2wCdyz0Njc-lHR	202505.pdf	application/pdf		https://drive.google.com/file/d/19MTD3X6tmQFwh3Wp2h2wCdyz0Njc-lHR/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-06-10T11:10:34.636+09:00	2025-06-10T11:08:58.000+09:00	o	x	AMEX	<a>2025/05</a>				
12tBvomHwrTWzj7W6cFMiBf8xnvNyUFo8	CK202506.pdf	application/pdf		https://drive.google.com/file/d/12tBvomHwrTWzj7W6cFMiBf8xnvNyUFo8/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-06-11T13:35:14.454+09:00	2025-06-10T10:46:44.000+09:00	o	x	上池袋	<a>2025/06</a>				
1Xh5cV-Z1zDUTXgiWKPuUvip9_NqEMbz1	EF202506.pdf	application/pdf		https://drive.google.com/file/d/1Xh5cV-Z1zDUTXgiWKPuUvip9_NqEMbz1/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-06-11T13:35:16.776+09:00	2025-06-10T10:44:38.000+09:00	o	x	恵比寿	<a>2025/06</a>				
1QYqUsfl3mLaOXXgtvuIFBq8voNOjp_T3	note202420.pdf	application/pdf		https://drive.google.com/file/d/1QYqUsfl3mLaOXXgtvuIFBq8voNOjp_T3/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-06-03T10:29:31.045+09:00	2025-06-12T17:13:14.155+09:00	o	x	確証貼付ノート	p.20				
1Wr_ZiVQuLzvldvstP2qKIVOgMnUIqtCB	note202419.pdf	application/pdf		https://drive.google.com/file/d/1Wr_ZiVQuLzvldvstP2qKIVOgMnUIqtCB/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-06-03T10:31:03.513+09:00	2025-06-12T17:12:31.364+09:00	o	x	確証貼付ノート	p.19				
1dga4JN0wjyir1vKQWQMXyrTb8A2ttqrA	note202418.pdf	application/pdf		https://drive.google.com/file/d/1dga4JN0wjyir1vKQWQMXyrTb8A2ttqrA/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-06-12T17:11:16.162+09:00	2025-06-12T17:08:55.000+09:00	o	x	確証貼付ノート	p.18				
1czqX_kp1hUc5MWjEMXWr52I4w0dwgyMa	note202417.pdf	application/pdf		https://drive.google.com/file/d/1czqX_kp1hUc5MWjEMXWr52I4w0dwgyMa/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-06-12T17:11:16.162+09:00	2025-06-12T17:08:51.000+09:00	o	x	確証貼付ノート	p.17				
1qu15HlBEnuzPtSFHf79C_-2k1fqJIonk	note202416.pdf	application/pdf		https://drive.google.com/file/d/1qu15HlBEnuzPtSFHf79C_-2k1fqJIonk/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-06-12T17:11:15.191+09:00	2025-06-12T17:08:28.000+09:00	o	x	確証貼付ノート	p.16				
1Bh59Atuyu4W6RxcIKRRZVLdn9uH9-hN4	note202415.pdf	application/pdf		https://drive.google.com/file/d/1Bh59Atuyu4W6RxcIKRRZVLdn9uH9-hN4/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-06-12T17:11:16.162+09:00	2025-06-12T17:08:24.000+09:00	o	x	確証貼付ノート	p.15				
1JBVGIvDZAOc9dRbGhPnGkUNaDLM2KvgN	pension202505.pdf	application/pdf		https://drive.google.com/file/d/1JBVGIvDZAOc9dRbGhPnGkUNaDLM2KvgN/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-06-12T17:08:00.785+09:00	2025-06-12T17:05:27.000+09:00	o	x	健保・年金	<a>2025/05</a>				
1EHDwN80tJprY1F9H27WLE0Vw16m5jU4e	pension202504.pdf	application/pdf		https://drive.google.com/file/d/1EHDwN80tJprY1F9H27WLE0Vw16m5jU4e/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-06-12T17:07:59.933+09:00	2025-06-12T17:05:08.000+09:00	o	x	健保・年金	<a>2025/04</a>				
1HRuCoHLQUmZcoSYbpaghcQGnA9Og7EUk	20250430_400_003.pdf	application/pdf		https://drive.google.com/file/d/1HRuCoHLQUmZcoSYbpaghcQGnA9Og7EUk/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-05-15T15:32:51.000+09:00	2025-06-12T16:58:50.084+09:00	o	x	YFP	2025/04 <a>記帳代行</a>				
1h6TzhFR0CvRLYBHxIv_AUj5Pul5YEYT7	20250430_400_000.pdf	application/pdf		https://drive.google.com/file/d/1h6TzhFR0CvRLYBHxIv_AUj5Pul5YEYT7/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-05-15T15:32:50.000+09:00	2025-06-12T16:58:37.715+09:00	o	x	YFP	2025/04 <a>顧問報酬</a>				
1w9jnnzjK9h4-n1OTf4hhzCXCFib3YFoP	20250331_400_000.pdf	application/pdf		https://drive.google.com/file/d/1w9jnnzjK9h4-n1OTf4hhzCXCFib3YFoP/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-04-15T14:37:41.000+09:00	2025-06-12T16:58:09.367+09:00	o	x	YFP	2025/03 <a>顧問報酬</a>				
1KRSOFGb4HqFElsWN7KC7I1ywD5VtWpqT	20250331_400_003.pdf	application/pdf		https://drive.google.com/file/d/1KRSOFGb4HqFElsWN7KC7I1ywD5VtWpqT/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-04-15T14:37:42.000+09:00	2025-06-12T16:58:00.409+09:00	o	x	YFP	2025/03 <a>記帳代行</a>				
1kMz65n4DP3Ozo5vYpTVSirucydEbMv2Q	HS202506.pdf	application/pdf		https://drive.google.com/file/d/1kMz65n4DP3Ozo5vYpTVSirucydEbMv2Q/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-06-12T16:54:15.842+09:00	2025-06-12T16:50:01.000+09:00	o	x	羽沢	<a>2025/06</a>				
1IbOhlwhETkLTpD2bcMPLIpJgpP9aTY9T	HS202505.pdf	application/pdf		https://drive.google.com/file/d/1IbOhlwhETkLTpD2bcMPLIpJgpP9aTY9T/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-06-12T16:54:15.842+09:00	2025-06-12T16:49:57.000+09:00	o	x	羽沢	<a>2025/05</a>				
1CKUFUPi7eoLwwudlL8vGaEwjZX3dRr2u	HS202504.pdf	application/pdf		https://drive.google.com/file/d/1CKUFUPi7eoLwwudlL8vGaEwjZX3dRr2u/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-06-12T16:54:15.010+09:00	2025-06-12T16:49:53.000+09:00	o	x	羽沢	<a>2025/04</a>				
17bOhRz5xn7PLpa3bIxrs5LXDmrzU3bFh	note202421.pdf	application/pdf		https://drive.google.com/file/d/17bOhRz5xn7PLpa3bIxrs5LXDmrzU3bFh/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-06-12T10:31:55.370+09:00	2025-06-12T10:31:46.000+09:00	o	x	確証貼付ノート	p.21				
1_5eI2oZoBA34F6Yze5NF26lzYv8UB2o3	pension202507.pdf	application/pdf		https://drive.google.com/file/d/1_5eI2oZoBA34F6Yze5NF26lzYv8UB2o3/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-08-11T11:37:34.922+09:00	2025-08-11T11:34:57.000+09:00	o	x	健保・年金	<a>2025/07</a>				
1BCvfJw33ipCWRutWkInN6nEFkyni3BSJ	pension202506.pdf	application/pdf		https://drive.google.com/file/d/1BCvfJw33ipCWRutWkInN6nEFkyni3BSJ/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-08-11T11:37:34.967+09:00	2025-08-11T11:34:54.000+09:00	o	x	健保・年金	<a>2025/06</a>				
1jKJ_wkmKB_Rp5rY6hvS37O4TotVgnfZv	HS202507.pdf	application/pdf		https://drive.google.com/file/d/1jKJ_wkmKB_Rp5rY6hvS37O4TotVgnfZv/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-08-11T11:32:19.887+09:00	2025-08-11T11:25:03.000+09:00	o	x	羽沢	<a>2025/07</a>				
1Bun4eFNXtr7R_e9vz8yzoXfwLPDyNyyI	レシート（発行_ アース西東京）.pdf	application/pdf		https://drive.google.com/file/d/1Bun4eFNXtr7R_e9vz8yzoXfwLPDyNyyI/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-08-06T15:57:29.725+09:00	2025-08-06T15:56:43.000+09:00	o	x	電子証憑	若宮宅残置物撤去	2025/08/06	330000	役員借入金	
11zJApmPffEOonDyzbC376SMZOwW3KCvW	EF202507.pdf	application/pdf		https://drive.google.com/file/d/11zJApmPffEOonDyzbC376SMZOwW3KCvW/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-07-12T16:53:14.523+09:00	2025-07-12T14:54:00.000+09:00	o	x	恵比寿	<a>2025/07</a>				
1lFHpR9YhLIgECcKe9VB49BqJ9u5e0uPd	CK202507.pdf	application/pdf		https://drive.google.com/file/d/1lFHpR9YhLIgECcKe9VB49BqJ9u5e0uPd/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-07-12T16:53:12.102+09:00	2025-07-12T14:53:32.000+09:00	o	x	上池袋	<a>2025/07</a>				
1g3O_7tt7SBgD_-Ul2Yv9qEgndOWltMty	カメラのキタムラ - 注文番号：6-25070337767.pdf	application/pdf		https://drive.google.com/file/d/1g3O_7tt7SBgD_-Ul2Yv9qEgndOWltMty/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-07-06T16:08:15.995+09:00	2025-07-06T16:07:45.000+09:00	o	x	電子証憑	カメラ(本体)	2025/07/03	136170	役員借入金	
1ZInZcnJ85y9RE2QhBJ0uXa0kCx5cGcVy	EF202505.pdf	application/pdf		https://drive.google.com/file/d/1ZInZcnJ85y9RE2QhBJ0uXa0kCx5cGcVy/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-07-04T16:37:44.024+09:00	2025-07-04T16:36:00.000+09:00	o	x	恵比寿	<a>2025/05</a>				
11YcUIfTfdCYQyHZmvPvSEM2H5pG5w09P	CK202505.pdf	application/pdf		https://drive.google.com/file/d/11YcUIfTfdCYQyHZmvPvSEM2H5pG5w09P/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-07-04T16:37:41.524+09:00	2025-07-04T16:35:20.000+09:00	o	x	上池袋	<a>2025/05</a>				
1OnRJfOJZyx_H4OImAUk7n36ThfHYcvCP	note202423.pdf	application/pdf		https://drive.google.com/file/d/1OnRJfOJZyx_H4OImAUk7n36ThfHYcvCP/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-08-12T10:34:13.441+09:00	2025-08-12T10:27:25.000+09:00	o	x	確証貼付ノート	p.23				
1PmiDSvK2mGQ--0ZWWBPXNkmkbW_AuR5j	note202422.pdf	application/pdf		https://drive.google.com/file/d/1PmiDSvK2mGQ--0ZWWBPXNkmkbW_AuR5j/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-08-12T10:34:13.566+09:00	2025-08-12T10:27:21.000+09:00	o	x	確証貼付ノート	p.22				
10Ol1bQYSW6yJ-BhJA_4KFoBo69Nj4jSi	20250630_400_003.pdf	application/pdf		https://drive.google.com/file/d/10Ol1bQYSW6yJ-BhJA_4KFoBo69Nj4jSi/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-07-15T12:07:55.000+09:00	2025-08-12T11:11:32.717+09:00	o	x	YFP	2025/06 <a>記帳代行</a>				
1v5uFTtTkeaDcH6mPbFUGxrtWAK5qZBvG	20250630_400_000.pdf	application/pdf		https://drive.google.com/file/d/1v5uFTtTkeaDcH6mPbFUGxrtWAK5qZBvG/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-07-15T12:07:54.000+09:00	2025-08-12T11:11:19.431+09:00	o	x	YFP	2025/06 <a>顧問報酬</a>				
1BZNOm2xdiPGM0p-Lhc527IM9hph1Ieqc	20250531_400_003.pdf	application/pdf		https://drive.google.com/file/d/1BZNOm2xdiPGM0p-Lhc527IM9hph1Ieqc/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-06-13T14:30:05.000+09:00	2025-08-12T11:10:58.811+09:00	o	x	YFP	2025/05 <a>記帳代行</a>				
1Qjtqp2ZeLh7pFEjrTemqIE9KQ4g9OYmc	20250531_400_000.pdf	application/pdf		https://drive.google.com/file/d/1Qjtqp2ZeLh7pFEjrTemqIE9KQ4g9OYmc/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-06-13T14:30:04.000+09:00	2025-08-12T11:10:46.136+09:00	o	x	YFP	2025/05 <a>顧問報酬</a>				
1bqN3KjAQiYslnm8kuSrf1OZWC7sltXBS	MUFG10.pdf	application/pdf		https://drive.google.com/file/d/1bqN3KjAQiYslnm8kuSrf1OZWC7sltXBS/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-08-12T11:07:44.052+09:00	2025-08-12T11:06:58.000+09:00	o	x	通帳	MUFG vol.<a>10</a>				
1uvIX0nbDpNNTD3DAC5qlmqPOkpXjBAJU	202509.pdf	application/pdf		https://drive.google.com/file/d/1uvIX0nbDpNNTD3DAC5qlmqPOkpXjBAJU/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-08-12T10:56:47.320+09:00	2025-08-12T10:56:14.000+09:00	o	x	AMEX	<a>2025/09</a>				
1fbnOnZfXP8668DFDgYsmqMY3-Kzop4TP	202508.pdf	application/pdf		https://drive.google.com/file/d/1fbnOnZfXP8668DFDgYsmqMY3-Kzop4TP/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-08-12T10:56:47.134+09:00	2025-08-12T10:55:47.000+09:00	o	x	AMEX	<a>2025/08</a>				
1VfYA1UXAfWqVru40gsAdqNy---F9m7fw	202507.pdf	application/pdf		https://drive.google.com/file/d/1VfYA1UXAfWqVru40gsAdqNy---F9m7fw/view?usp=drivesdk		takeda-erika@tkcnf.or.jp	2025-08-12T10:56:47.221+09:00	2025-08-12T10:55:14.000+09:00	o	x	AMEX	<a>2025/07</a>				
